Insurance Type,Zip code,First name,Last name,Date of birth,Gender,Address,City,State,Auto insurance coverage?,Property Type,# units,# unrelated roommates,roommate names,# property losses in last 3 years,Phone number,Email address,Fire Sprinkler System?,Central Fire & Burglar Alarm?,Local Fire / Smoke Alarm?,Home Security?,Non Smoking Household?,Local Burglar Alarm?,Unusual hazards?,Dogs that bite?,Run a business from home?,Start date,Personal property worth,Loss of use,Medical payments,Personal liability,Farmers Identity Protection,Deductible,Policy Price,Annual Policy Price,Agent Name,Agent Address,Agent Phone Number,Quote Number
Renters,94086,Theodore,Bowman,07/31/1966,f,655 S Fair Oaks Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,,0,(408) 733-2306,ana.webster@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,80000,Keep default,1000,100000,N,100,$32.52,$390.22,Andrew Chavez,"Los Angeles, CA",(310) 881-2770,#66002504
Renters,95054,Easton,Bishop,05/06/1950,m,502 Mansion Park Dr,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,,0,(877) 902-0832,scarlett.richard@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,80000,Keep default,1000,100000,N,100 / 250,$28.10,$337.15,Veronica Matute,"Santa Clara, CA",(408) 567-9045,#23435571
Renters,95126,Jase,Bailey,06/06/1967,f,1590 Southwest Expy,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,,0,(415) 673-1232,savannah.silva@aol.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,80000,Keep default,1000,100000,N,250,$33.21,$398.48,Angela Chen,"San Jose, CA",(408) 243-8383,#85146067
Renters,94043,Evangeline,Colon,03/08/1940,f,555 W Middlefield Rd,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,,0,(408) 384-8887,lilly.hayes@aol.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,80000,Keep default,1000,100000,N,500,$21.54,$258.48,Abraham Khalil,"Palo Alto, CA",(650) 321-1575,#32271253
Renters,94085,Elijah,Trujillo,07/31/1966,f,355 N Wolfe Rd,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,,0,(408) 866-1005,lilly.hayes@aol.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,80000,Keep default,1000,100000,N,750,$22.37,$268.47,Jeffery Sundquist,"San Jose, CA",(408) 449-4893,#59735306
Renters,94301,Jaxon,Bennett,03/08/1940,m,459 Hamilton Ave,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,,0,(855) 365-1913,scarlett.richard@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,80000,Keep default,1000,100000,N,1000,$18.97,$227.58,Rosie Mendoza,"Redwood City, CA",(650) 366-0469,#75890676
Renters,95051,Gabriella,Hale,03/27/1954,f,101 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,,0,(408) 549-1209,adrian.gilbert@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,80000,Keep default,1000,100000,N,1500,$17.95,$215.39,Sammy Lee,"San Jose, CA",(408) 247-8800,#17815628
Renters,95035,Lilly,Carey,03/03/1967,f,555 S Park Victoria Dr,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,,0,(415) 664-2822,savannah.silva@aol.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,80000,Keep default,1000,100000,N,2500,$17.17,$206.04,David Souza,"Milpitas, CA",(408) 262-7080,#24906887
Renters,95126,Gabriella,Alvarez,11/18/1970,f,2050 Southwest Expy 126,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,,0,(650) 528-2129,lilly.hayes@aol.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,80000,Keep default,1000,100000,N,5000,$18.26,$219.16,Agnes Stokes,"San Jose, CA",(408) 449-4830,#83722020
Renters,94087,Isabelle,Day,03/08/1940,m,902 W Remington Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,,0,(831) 469-3620,eden.chen@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,80000,Keep default,1000,300000,N,100,$31.35,$376.20,Peter Chee,"San Jose, CA",(510) 386-6800,#81915098
Renters,95050,Luna,Mclaughlin,06/06/1967,f,2200 Monroe St,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,,0,(619) 270-5895,william.palmer@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,80000,Keep default,1000,300000,N,100 / 250,$33.30,$399.61,Leny Bueno,"San Jose, CA",(408) 449-4871,#13685083
Renters,95051,Ana,Patel,04/05/1941,f,3500 Granada Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,,0,(877) 713-3956,alexandra.guerrero@aol.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,80000,Keep default,1000,300000,N,250,$25.50,$305.96,James Miao,"San Leandro, CA",(510) 357-8080,#21682842
Renters,94041,Xander,Hart,11/12/1942,f,1600 Villa St,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,,0,(408) 441-7600,adrian.gilbert@outlook.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,80000,Keep default,1000,300000,N,750,$22.22,$266.62,Jianhong Zhou,"Fremont, CA",(510) 656-1009,#03892726
Renters,94043,Gavin,Foster,06/06/1967,m,555 W Middlefield Rd,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,,0,(650) 592-3139,alexandra.guerrero@aol.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,80000,Keep default,1000,300000,N,1000,$23.15,$277.86,Abdallah Lama,"Palo Alto, CA",(650) 321-7586,#00399425
Renters,94085,Jaxon,Turner,03/08/1940,f,355 N Wolfe Rd,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,,0,(866) 837-6172,ana.webster@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,80000,Keep default,1000,300000,N,1500,$19.64,$235.72,Jeffery Sundquist,"San Jose, CA",(408) 449-4893,#08819242
